COL video title VAL David Dante - Speedy Gonzales.wmv COL channel name VAL delwoodjef	COL video title VAL Quincy Jones - "A Taste of Honey" (1962) COL channel name VAL martsie74	0
COL video title VAL Paul Gilbert Hey Joe by Jimi Hendrix COL channel name VAL ianmckent	COL video title VAL Group Therapy - Hey Joe COL channel name VAL milos krsmanovic	1
COL video title VAL Eurythmics\, Annie Lennox\, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video) COL channel name VAL EurythmicsVEVO	COL video title VAL Earl Bostic -- Bugle Call Rag (VintageMusic.es) COL channel name VAL VintageMusicFm	0
COL video title VAL Leon Redbone - Some Of These Days COL channel name VAL T Finn	COL video title VAL Karen Mok Wicked Game Official  MV COL channel name VAL UNIVERSAL MUSIC TAIWAN 環球音樂	0
COL video title VAL OFF LIVE - Vigon Bamy Jay "Soul Man" COL channel name VAL OFF Productions	COL video title VAL Bluesiana Hot Sauce - Busted COL channel name VAL alegarde67	0
COL video title VAL Marilyn Manson-Working Class Hero COL channel name VAL UnsafeWORM	COL video title VAL Duke Ellington - I Want to Hold Your Hand COL channel name VAL Gil	0
COL video title VAL Jonas Kaufmann - Non ti scordar di me COL channel name VAL Adina Miranda	COL video title VAL Trini Lopez\, Nancy Ames & The Ventures - Land of a Thousand Dances. COL channel name VAL Dimitris 004 & daughter - Plus channel	0
COL video title VAL Samba De Uma Nota So - Stan Getz/Charlie Byrd - HQ COL channel name VAL jrocuts	COL video title VAL Mel Tormé- Games People Play COL channel name VAL RMK2844	0
COL video title VAL Good Rockin Tonight    Fools fall in love COL channel name VAL rockinsylvain	COL video title VAL Hindustan COL channel name VAL Leo Addeo And His Orchestra - Topic	0
COL video title VAL Mel Tormé- Games People Play COL channel name VAL RMK2844	COL video title VAL Mad World - Donnie Darko - Gary Jules / Tears For Fears (Cover by Peter Hollens) COL channel name VAL Peter Hollens	0
COL video title VAL Salena Jones - Solitude COL channel name VAL Carmen	COL video title VAL Little White Lies - Oscar Peterson COL channel name VAL max	0
COL video title VAL Oscar Peterson - Tenderly COL channel name VAL Classic Mood Experience	COL video title VAL Pedro Aznar - Ya no hay forma de pedir perdon COL channel name VAL Clouds arr	0
COL video title VAL I Need You So    Joni James COL channel name VAL adealforyou	COL video title VAL What Child is This? (feat. Ron Block of Alison Krauss and Union Station) RADIO EDIT COL channel name VAL Marc Martel	0
COL video title VAL In The Still Of The Night COL channel name VAL Michael Law	COL video title VAL Mitch Miller - Red River Valley COL channel name VAL Grandad35	0
COL video title VAL Kenny Dorham - I'm An Old Cowhand COL channel name VAL rujazz	COL video title VAL Nara Leão - Fotografia (voz e violão - voz y guitarra) COL channel name VAL Filipe Costa	0
COL video title VAL Dancing In The Streets Neil Diamond COL channel name VAL 4evermore12	COL video title VAL Englishman in New York - Neri Per Caso COL channel name VAL Neri Per Caso Official	0
COL video title VAL Jonathan Coulton - We Will Rock You (Folk music) COL channel name VAL Sindre1	COL video title VAL Benjamin Luxon & Bill Crofut: Simple Gifts/Lord of the Dance COL channel name VAL Diana Clarion	0
COL video title VAL Gregory James Edition - Love and Happiness COL channel name VAL incrediblecHiller	COL video title VAL Red House Painters - Mark Kozelek - Cruiser - White Christmas Live - Acoustic Version COL channel name VAL playmobilfriends	0
COL video title VAL Terry Baxter and his Orchestra-Thank You Falettin Me Be Mice Elf Agin COL channel name VAL funkybeatdown	COL video title VAL Jimmy Ricks- If I Didn't Care COL channel name VAL soulfuljakazz07	0
COL video title VAL Girls from Mars  "Take the A Train" COL channel name VAL Richard Bourne	COL video title VAL Taylor Swift - Shake It Off COL channel name VAL TaylorSwiftVEVO	0
COL video title VAL I Only Have Eyes For You - Peggy Lee (1947) COL channel name VAL Raúl Zingle	COL video title VAL Dennis Coffey & The Detroit Guitar Band - Whole Lot Of Love COL channel name VAL djmorrisound	0
COL video title VAL Horst Jankowski (Germany) - If I Had A Hammer COL channel name VAL Last Forever	COL video title VAL The Beatles "I'll Follow the Sun" cover by proGrammar from Somaphone 4: Heartbreak COL channel name VAL proGrammar	0
COL video title VAL Lester Young-I cover the waterfront COL channel name VAL Lennart Länk aka helluvagun	COL video title VAL Friday on My Mind - Pin Ups [1973] - David Bowie COL channel name VAL David Bowie	0
COL video title VAL Summer Breeze The Isley Brothers | Acoustic Version by the Moon Loungers (with guitar chords) COL channel name VAL TheMoonLoungers	COL video title VAL O CANTADOR - GOLDEN BOYS. COL channel name VAL rrosemarry	0
COL video title VAL Mike Bloomfield's Electric Flag with Erma Franklin - Big Boss Man COL channel name VAL Erwin Boermans	COL video title VAL Les Shelleys - The Lonesome Death Of Hattie Carroll [Les Shelleys] COL channel name VAL FatCat Records Catalogue	0
COL video title VAL Renee Rosnes Trio - A Time For Love COL channel name VAL mogurin3131	COL video title VAL Kenny Ball - I'm Crazy 'Bout My Baby - Ceasuri Muzicale COL channel name VAL Ceasuri Muzicale	0
COL video title VAL Carreras sings "What are You Doing the Rest of Your Life" COL channel name VAL ceb2633	COL video title VAL Oliver Nelson with Lem Winchester - In a Sentimental Mood COL channel name VAL rujazz	0
COL video title VAL Dolly Parton & Kenny Rogers - Christmas Without You COL channel name VAL Country At Its Finest	COL video title VAL The Summer Knows | Marilyn Scott COL channel name VAL Musiqueman's Back	0
COL video title VAL Mahalia Jackson  Nearer My God To Thee  (Original Full Version) COL channel name VAL geobink	COL video title VAL Where or When - Simone Kopmajer COL channel name VAL yoichiro tani	0
COL video title VAL Jimmy Ricks- If I Didn't Care COL channel name VAL soulfuljakazz07	COL video title VAL Nancy Sinatra & Lee Hazlewood - Jackson COL channel name VAL frothywalrus	0
COL video title VAL Kenny Dorham - Stella By Starlight COL channel name VAL rujazz	COL video title VAL What Child is This? (feat. Ron Block of Alison Krauss and Union Station) RADIO EDIT COL channel name VAL Marc Martel	0
COL video title VAL The Singers Unlimited - Born To Be Blue COL channel name VAL Digging Palace	COL video title VAL Patricia Barber - All or Nothing at All COL channel name VAL Music Around The World	0
COL video title VAL Carol Welsman - What are you doing with the rest of your life COL channel name VAL Maya	COL video title VAL The Yardbirds - I`m Confused COL channel name VAL CROZTYCornell	0
COL video title VAL YOU'VE CHANGED - MARIA AUGUSTA COL channel name VAL Antônio Bocaiúva	COL video title VAL Jaimee Paul - You've changed COL channel name VAL micarry77	1
COL video title VAL Samba de uma nota só - Eumir Deodato COL channel name VAL piccinini02	COL video title VAL Lean on Me (Bill Withers)- The Pikers A Cappella COL channel name VAL The Pikers	0
COL video title VAL Nellie Lutcher - Cool Water COL channel name VAL ame746	COL video title VAL Me And Mrs Jones by russell watson HQ COL channel name VAL roberto demesa	0
COL video title VAL MAJOR TO MINOR: What Does "Fortunate Son" Sound Like in a Minor Key? (Creedence Clearwater Revival) COL channel name VAL Chase Holfelder	COL video title VAL Hey Ya - Outkast | ortoPilot(s) Cover COL channel name VAL ortoPilot	0
COL video title VAL Edwin Starr - War (Original Video - 1969) COL channel name VAL Stream Crops	COL video title VAL Charles Aznavour & Elton John - Yesterday When I Was Young COL channel name VAL Nature song	0
COL video title VAL The Kingston Trio - MTA COL channel name VAL John1948SevenE	COL video title VAL The Troggs - Louie Louie (1966) COL channel name VAL Alex Nesic	0
COL video title VAL Joshua James - Joy To The World COL channel name VAL pigamous3	COL video title VAL Paul Carrack - Too Busy Thinkin' Bout My Baby - Still Groovin' COL channel name VAL Paul Carrack	0
COL video title VAL Norwegian Wood - Beatles piano instrumental COL channel name VAL cesar augusto	COL video title VAL Yves Montand-Sous le CIEL de Paris COL channel name VAL Dreamer S	0
COL video title VAL Helen Merrill - Wild Is the Wind COL channel name VAL NunoRasqueiro	COL video title VAL Deni Hines "Son Of A Preacher Man" [Dusty Springfield cover] COL channel name VAL denihines	0
COL video title VAL Let it Snow Let it Snow Let it Snow - Andy Williams COL channel name VAL Tape Channel	COL video title VAL Chuck Jackson - The Work Song COL channel name VAL Gñåf Ütøpìe	0
COL video title VAL SWAMP RATS Louie Louie COL channel name VAL zminjac	COL video title VAL Good Rockin Tonight    Fools fall in love COL channel name VAL rockinsylvain	0
COL video title VAL Nancy LaMott - Alone Together COL channel name VAL Lefteris Moutsos	COL video title VAL The Jazz Messengers - Alone Together COL channel name VAL vikic94	1
COL video title VAL Billie Holiday - Love me or leave me COL channel name VAL Okmusix	COL video title VAL Georga - Mot okänt land (Four Strong Winds) COL channel name VAL Georga	0
COL video title VAL Eric Bogle - The Band Played Waltzing Matilda COL channel name VAL Stargazer	COL video title VAL The Dillards - I've Just Seen A Face COL channel name VAL supersugarcrisp	0
COL video title VAL Eric Bogle - The Band Played Waltzing Matilda COL channel name VAL Stargazer	COL video title VAL The Dillards - I've Just Seen A Face COL channel name VAL supersugarcrisp	0
COL video title VAL Elvis Presley-Wear My Ring Around Your Neck COL channel name VAL John56517	COL video title VAL Mercury Rev: If You Want Me To Stay (Vinyl Rip) COL channel name VAL WeeklyRations	0
COL video title VAL Dennis Coffey & The Detroit Guitar Band - Whole Lot Of Love COL channel name VAL djmorrisound	COL video title VAL The Dells - Wives & Lovers COL channel name VAL TheOriginalDells	0
COL video title VAL Waylon Jennings   To far Gone COL channel name VAL teddie488	COL video title VAL Mona Lisa/Jimmy Ellis(Orion) COL channel name VAL Barb Delawder	0
COL video title VAL Happy Feet - Kiss/Heartbreak Hotel COL channel name VAL WarHeadPL	COL video title VAL Amanda Lear - Heartbreak Hotel (Teaser) COL channel name VAL Amanda Lear - Official Youtube Channel 1	1
COL video title VAL The Derek Trucks Band- Soul Serenade/Rastaman Chant COL channel name VAL VBM3D	COL video title VAL The Carpenters - Have Yourself A Merry Little Christmas (A&M Records 1978) COL channel name VAL ChristmasTimeTV	0
COL video title VAL Johnny Mathis - Elusive Butterfly COL channel name VAL Johnny Jones	COL video title VAL Patti Page - I Hear A Rhapsody COL channel name VAL Jymster46	0
COL video title VAL GLORY CRAMPTON'S  "UNUSUAL WAY" MUSIC VIDEO (HD) COL channel name VAL ERIC MINH SWENSON	COL video title VAL Wer hat Angst vor dem bösen Wolf - Les 5 de la Chanson COL channel name VAL Rodaroda	0
COL video title VAL Gene Pitney - Hello Mary Lou..w/ LYRICS COL channel name VAL Brent441	COL video title VAL The Times They Are A Changin' - Tim Timebomb and Friends COL channel name VAL Tim Timebomb	0
COL video title VAL ETTA JONES  LOVE WALKED IN COL channel name VAL aaappleknocker	COL video title VAL UFO - C'mon Everybody COL channel name VAL phebz42g	0
COL video title VAL Nina Simone - Ne me quitte pas - English Translation COL channel name VAL marc vu	COL video title VAL Shirley Bassey - IF YOU GO AWAY COL channel name VAL kidm2m	1
COL video title VAL Anita Lane & Nick Cave I Love You Nor Do I COL channel name VAL abrkadybre	COL video title VAL Rufus Wainwright - Bewitched COL channel name VAL Vanpants	0
COL video title VAL Captain Sensible - Damned on 45  ( Audio Only)  1984 COL channel name VAL ClydeJarrod37UK	COL video title VAL Quincy Jones - "A Taste of Honey" (1962) COL channel name VAL martsie74	0
COL video title VAL Julienne Taylor - Please\, Please\, Please Let Me Get What I Want COL channel name VAL evosoundVEVO	COL video title VAL Pierre Roskam sings Swing Down Sweet Chariot COL channel name VAL pierreroskam1964	0
COL video title VAL Art VanDamme - Star Eyes COL channel name VAL R.G. Quayle	COL video title VAL OFF LIVE - Vigon Bamy Jay "Soul Man" COL channel name VAL OFF Productions	0
COL video title VAL You're A Mean One Mr. Grinch [Blues Jumpers] COL channel name VAL Flake Music	COL video title VAL Seaweed - Go Your Own Way COL channel name VAL PukeFlower293	0
COL video title VAL Eydie Gorme   Round Midnight COL channel name VAL ifcopod	COL video title VAL Cathrine Legardh - You've changed/You've altered your attitude COL channel name VAL micarry77	0
COL video title VAL Richard Berry & The Pharoahs - Have Love Will Travel - 1960 45rpm COL channel name VAL Sids60sSounds	COL video title VAL Body and Soul - Tierney Sutton COL channel name VAL yoichiro tani	0
COL video title VAL Happy Feet - Kiss/Heartbreak Hotel COL channel name VAL WarHeadPL	COL video title VAL Jingle Bells - Paulina Cerrilla and Douglas James COL channel name VAL Doug and The Bugs	0
COL video title VAL Vic Damone - When Lights are Low COL channel name VAL De Luxe	COL video title VAL The Race Is On-Don Rich COL channel name VAL fkazz duffey	0
COL video title VAL Somewhere - Connie Fisher with lyrics COL channel name VAL WiwerGoch	COL video title VAL Forbidden Games - Edmundo Ros COL channel name VAL Feeling and Form	0
COL video title VAL The Litter - Hey Joe COL channel name VAL villainsamongus	COL video title VAL Group Therapy - Hey Joe COL channel name VAL milos krsmanovic	1
COL video title VAL The Lettermen Hey Jude COL channel name VAL MrBeatlesCovers	COL video title VAL Mark Vincent - My Grown Up Christmas (Audio) COL channel name VAL MarkVincentVEVO	0
COL video title VAL Snow patrol - Crazy In Love [1-5] (HQ) COL channel name VAL rcttim	COL video title VAL Odell Brown and the Organ-Izers - Maiden Voyage COL channel name VAL rixarcade	0
COL video title VAL The Challengers - Miserlou COL channel name VAL Gabriel Viau Hernandez	COL video title VAL JIMMY REED   Ain't That Lovin' You Baby   MAR '56 COL channel name VAL Steve	0
COL video title VAL LaVern Baker - I Need You So COL channel name VAL The Club Silencio	COL video title VAL I Need You So    Joni James COL channel name VAL adealforyou	1
COL video title VAL Toni Childs Many Rivers To Cross COL channel name VAL darthsant	COL video title VAL Yvonne Elliman -- Best Of My Love COL channel name VAL jackie w gauntt	0
COL video title VAL Los Hang Tens - Till The End Of The Day (The Kinks) COL channel name VAL Heduardo	COL video title VAL Your Song - The Streets COL channel name VAL jizzumonkey	0
COL video title VAL Song for a Winter's Night - Gordon Lightfoot (Cover) (Quintessence) COL channel name VAL hillsfolkclub	COL video title VAL Diamonds are a girl's best friend by David Klein Quintet.wmv COL channel name VAL alvaro oliveira	0
COL video title VAL Paul Anka - He'll Have To Go COL channel name VAL myfavouriteoldiest	COL video title VAL Kylesa - Paranoid (Black Sabbath Cover) COL channel name VAL Starla Inisis	0
COL video title VAL Al Hirt & Pete Fountain - Lazy River COL channel name VAL Paul Joseph	COL video title VAL Julio Iglesias - Une Chanson Qui Revient COL channel name VAL JC7Musica	0
COL video title VAL Gary Hoey\, Wipeout COL channel name VAL SurfdogRecords	COL video title VAL Mario Lanza - The Loveliest Night of the Year - Gordeeva & Grinkov COL channel name VAL MegaMusiclover1234	0
COL video title VAL Gary Hoey\, Wipeout COL channel name VAL SurfdogRecords	COL video title VAL Mario Lanza - The Loveliest Night of the Year - Gordeeva & Grinkov COL channel name VAL MegaMusiclover1234	0
COL video title VAL I'll Close My Eyes - Claire Martin COL channel name VAL yoichiro tani	COL video title VAL Eric Bogle - The Band Played Waltzing Matilda COL channel name VAL Stargazer	0
COL video title VAL I'll Close My Eyes - Claire Martin COL channel name VAL yoichiro tani	COL video title VAL Eric Bogle - The Band Played Waltzing Matilda COL channel name VAL Stargazer	0
COL video title VAL PAT BOONE - HARBOR LIGHTS COL channel name VAL NANCYFLORESSANTOS	COL video title VAL Massive Attack feat. Madonna - I Want You (Official Video) COL channel name VAL eFemme Radio	0
COL video title VAL Roy Buchanan - Hey\, Good Lookin' COL channel name VAL anishinaube	COL video title VAL Blå roser til en blond pige - Gustav Winckler med Sven-Olof Walldorfs orkester COL channel name VAL Nielsens musik museum	0
COL video title VAL Elza Soares - Mas Que Nada COL channel name VAL The Sound Of Brazil	COL video title VAL Julie London - Our Day Will Come  1963 COL channel name VAL JazzBreakTV	0
COL video title VAL THE T-BONES - FLY ME TO THE MOON (1966) COL channel name VAL Jose Esquivel	COL video title VAL 32-20 Blues\, MUDDY WATERS\, (1942) Blues Guitar Legend COL channel name VAL TheBluesfan12	0
COL video title VAL Zupfgeigenhansel - Dos kelbl ( donna donnaj ) COL channel name VAL anarchopreusse	COL video title VAL Mississippi John Hurt - Farther Along COL channel name VAL TheBWJohnson	0
COL video title VAL Little Caesar & the Consuls - (My Girl) Sloopy COL channel name VAL boyjohn	COL video title VAL Lester Young-I cover the waterfront COL channel name VAL Lennart Länk aka helluvagun	0
COL video title VAL Johnny Cash - That Lucky Old Sun COL channel name VAL HVNDKVLT	COL video title VAL Mike Sheridan & The Nightriders - Lonely Weekends COL channel name VAL thecountofbasie	0
COL video title VAL Nanna's Lied COL channel name VAL Angelina Reaux	COL video title VAL Mildred Bailey - I Don't Stand A Ghost Of A Chance With You - 1939 COL channel name VAL warholsoup100	0
COL video title VAL Taggy Matcher - Paranoid (ft. Birdy Nixon) COL channel name VAL Vasilis Karanikas	COL video title VAL Cee Lo Green & Jack Black - Kung Fu Fighting COL channel name VAL beerloverme	0
COL video title VAL Stranger On the Shore COL channel name VAL Santo & Johnny - Topic	COL video title VAL LOVE ME\, by Johnny Burnette- in Stereo COL channel name VAL Chris Salmon	0
COL video title VAL "Naima" Bill Warfield Big Band  1990 Interplay Records COL channel name VAL Bill Warfield	COL video title VAL Honey & The Bees - Sunday Kind Of Love COL channel name VAL DustyRose729	0
COL video title VAL YOU'VE CHANGED - MARIA AUGUSTA COL channel name VAL Antônio Bocaiúva	COL video title VAL David Allan Coe - Dock Of The Bay COL channel name VAL Steve Walls	0
COL video title VAL Heart & Soul -  Spaniels COL channel name VAL Jack Strong	COL video title VAL Walking My Baby Back Home - Broadway Syncopators (Madison) COL channel name VAL althazarr's good time oldies	0
COL video title VAL Where Or When －Patti Page COL channel name VAL JAJAUMAconnection☆2	COL video title VAL King Oliver's Creole Jazz Band - Dipper Mouth Blues (1923) COL channel name VAL Juan Fecit	0
COL video title VAL David Guetta - Titanium (Cover) COL channel name VAL Julia Westlin	COL video title VAL Matt Monro - When I Fall in Love COL channel name VAL Donny Aditya	0
COL video title VAL Black Rebel Motorcycle Club - Dirty Old Town - Doc Martens COL channel name VAL swansonsandy	COL video title VAL Bruno Mars - Just The Way You Are (Official Music Video) COL channel name VAL Bruno Mars	0
COL video title VAL The Anita Kerr Singers ~ Mona Lisa COL channel name VAL nipstertunes	COL video title VAL Mireille Mathieu - Un Homme Et Une Femme COL channel name VAL NatashaOperty	0
COL video title VAL Oliver Nelson with Lem Winchester - In a Sentimental Mood COL channel name VAL rujazz	COL video title VAL John Stubblefield ：In a Sentimental Mood COL channel name VAL Old Malo	1
COL video title VAL Van Morrison - See Me Through Part II (Just A Closer Walk With Thee) COL channel name VAL rocksavethehuman	COL video title VAL the proclaimers/500 miles COL channel name VAL saydiya	0
COL video title VAL Sunday's Child - Maybe I'm Amazed COL channel name VAL leeoalves2210	COL video title VAL Hound Dog Taylor & The Houserockers - What i'd Say COL channel name VAL dutchduuude	0
COL video title VAL Riff⚡Raff - Super Trooper COL channel name VAL rovurim	COL video title VAL Vazelina Bilopphøggers Gjedda kjæm i kveld COL channel name VAL Alf Frode Pedersen	0
COL video title VAL Stacey Kent - Let Yourself Go COL channel name VAL Nieves Bates	COL video title VAL Larry Norman - Bridge Over Troubled Water - [Paul Simon Cover] COL channel name VAL Larry Norman	0
COL video title VAL Hey Joe -    Make Up COL channel name VAL hermanbloodIII	COL video title VAL Lee Moses - Hey Joe COL channel name VAL JimiHendrix87	1
COL video title VAL Bob James Trio - Nardis COL channel name VAL StateQuoable	COL video title VAL Street of Philadelphia - Bruce Springsteen COL channel name VAL HTVmuzik	0
COL video title VAL Ben-lex vandyke.wmv COL channel name VAL Sung Eun Hwang	COL video title VAL Gerry Marsden - Imagine COL channel name VAL flatop47	0
COL video title VAL DEL SHANNON  "RED RUBBER BALL" COL channel name VAL websearch333	COL video title VAL Tony Joe White - Susie Q (Remastered) COL channel name VAL Dimitris 004 & daughter - Extra channel	0
COL video title VAL Bill Nash on the Phil Everly Show with Kris Kristofferson COL channel name VAL BillandKim Nash	COL video title VAL 清水香里 - White Riot COL channel name VAL BetsuniNandemonai	0
COL video title VAL The Atlanta Rhythm Section - Call me the breeze COL channel name VAL PixnRock	COL video title VAL "China Boy" - Teddy Hill & His N.B.C. Orchestra (1937 Bluebird/RCA Victor) COL channel name VAL Jason Madore	0
COL video title VAL The Go-Getters -  Frenesi (1962) COL channel name VAL yellowitom61	COL video title VAL Whitney Houston Do You Hear What I Hear COL channel name VAL marga7905	0
COL video title VAL Wrathchild - Paul Di'anno (Ex-Iron Maiden) COL channel name VAL el juanito	COL video title VAL Stan Getz - The Night Has A Thousand Eyes COL channel name VAL BBG1	0
COL video title VAL Bob Dylan - Subterranean Homesick Blues (Official HD Video) COL channel name VAL BobDylanVEVO	COL video title VAL Declan Galbraith - Nights In White Satin - Lyrics COL channel name VAL a.a.a l.	0
COL video title VAL Leatherwolf - Bad Moon Rising COL channel name VAL paradisebeyond METAL CATALOG	COL video title VAL The Lettermen Hey Jude COL channel name VAL MrBeatlesCovers	0
COL video title VAL Howie B -- Under the Boardwalk (LateNightTales Cover) COL channel name VAL Late Night Tales	COL video title VAL Lemar | Love and Happiness (Official Album Audio) COL channel name VAL Lemar	0
COL video title VAL Chas & Dave - Blueberry Hill COL channel name VAL DemonMusicGroup	COL video title VAL Link Wray - Blueberry Hill (Instrumental Cover) COL channel name VAL CoverHeaven	1
COL video title VAL Najee & Freddie Jackson – Superwoman (Where Were You When I Needed You) COL channel name VAL Shpresina	COL video title VAL Amii Stewart - Theme From Mahogany COL channel name VAL Antonio Borgese	0
COL video title VAL 99 Red Balloons Parody - 99 Dead Baboons COL channel name VAL Axel Noble	COL video title VAL Larry Willis Trio - My Funny Valentine COL channel name VAL jazzka	0
COL video title VAL Louis Armstrong & Duke Ellington "It Don't Mean a Thing (If It Ain't Got That Swing)" COL channel name VAL JazzyEdu	COL video title VAL "Indian Reservation"  -John D. Loudermilk cover COL channel name VAL eighthavenue	0
COL video title VAL PAUL ROBESON SWING LOW SWEET CHARIOT COL channel name VAL sarastrone	COL video title VAL Greg Osby - Big Foot COL channel name VAL piketha	0
COL video title VAL Anna-lena Löfgren Sommaren det hände-1968 (Quando M\,Innamoro). COL channel name VAL SwedTopCat64	COL video title VAL THE DUTCH RHYTHM STEEL & SHOW BAND - "HEY JOE" COL channel name VAL GROOVEULTD	0
COL video title VAL O Sole Mio & Santa Lucia  " Emilio De Gogorza" HMV Recors DA903 Played On Sonora Phonograph COL channel name VAL grikor1	COL video title VAL It's Now Or Never - JHEENA LODWICK COL channel name VAL Swit	1
COL video title VAL Alexander Stewart - Call Me (Official Music Video) HD COL channel name VAL Alexander Stewart	COL video title VAL Sarah Vaughan - How High The Moon (Live @ Mister Kelly's Chicago) 1957 COL channel name VAL RoundMidnightTV	0
COL video title VAL Shawn Holt   Fannie Mae COL channel name VAL Alan Reay	COL video title VAL MEL BROWN (Jackson\, Mississippi\, U.S.A) - Fannie Mae COL channel name VAL Mike Papas	1
COL video title VAL Jose Galisteo - Don't Leave Me This Way (Remember) COL channel name VAL JoseGalisteoMusic	COL video title VAL One\, Two\, Button Your Shoe by Ray Noble and his Orchestra\, Al Bowlly-vocal\, 1936 COL channel name VAL Joe Marx	0
COL video title VAL Chris Tomlin - Angels We Have Heard on High COL channel name VAL Ziyu Lu	COL video title VAL Anthony Joseph and The Spasm Band - Dead Flowers. COL channel name VAL theepitts	0
COL video title VAL Sydney Claire ALL ELLA 2014 Frim Fram Sauce COL channel name VAL XO\, Sydney Claire	COL video title VAL What Becomes Of The Broken Hearted- Air Supply COL channel name VAL YIn Jung Peng	0
COL video title VAL Les　Paul　-　WHISPERING COL channel name VAL konidolfine	COL video title VAL Tom Bombadil & Lord Bård - Pål sine høner COL channel name VAL Gordon Musher	0
COL video title VAL Bad Manners - Can't Take My Eyes Of You COL channel name VAL OxBlood66	COL video title VAL C'mon Everybody Top Of The Pops album Sid Vicious Cover COL channel name VAL Sex Pistols Rareites	0
COL video title VAL Don't Cry Baby - Madeleine Peyroux COL channel name VAL Vanessa van Hest	COL video title VAL GET HERE (Oleta Adams/Brenda Russell) sung by Sam Harris\, Live Performance COL channel name VAL Sam Harris	0
COL video title VAL Summertime - Brenda & The Tabulations COL channel name VAL Mr818joker	COL video title VAL Ray Baretto- summertime COL channel name VAL Therealpachanga	1
COL video title VAL I'm The Man - Aloe Blacc - Music Video Lyrics - (Cover RUNAGROUND) COL channel name VAL RUNAGROUND	COL video title VAL Tom Bombadil & Lord Bård - Pål sine høner COL channel name VAL Gordon Musher	0
COL video title VAL Rougneck Rebels - The Wreck of the Old 97 COL channel name VAL Смрдљиви Панкер	COL video title VAL The Kingston Trio - MTA COL channel name VAL John1948SevenE	1
COL video title VAL ARTEMA 〝Believe〟 COL channel name VAL TRIPLE VISION_JP	COL video title VAL Art Van Damme  Swanee COL channel name VAL max	0
COL video title VAL Terry Manning - I Wanna Be Your Man COL channel name VAL SantiagoFred	COL video title VAL AFRO BLUES QUINTET PLUS ONE - I KNOW A PLACE - LP DISCOVERY 3 - MIRA LPS 3013 COL channel name VAL SOULMAN5501	0
COL video title VAL Al Haig with University College School All Stars - Lover Man COL channel name VAL rujazz	COL video title VAL Nnenna Freelon / Lover Man COL channel name VAL mixi1 nanamo	1
COL video title VAL Louis Jordan The Green grass Grows All Around COL channel name VAL FourDices	COL video title VAL Dudley Moore Trio - You'd Be So Nice To Come Home To COL channel name VAL Ken Newell	0
COL video title VAL Cal Tjader - Dont Make Me Over COL channel name VAL Pharoahs	COL video title VAL Paul Anka - It Doesn't Matter Anymore COL channel name VAL Junievelasco	0
COL video title VAL The Telescopes - I Wanna Be Your Dog (The Stooges) COL channel name VAL Nick Sick	COL video title VAL Buddy Morrow - Gimme A Little Sign COL channel name VAL LittleMissLounge	0
COL video title VAL Two Loves Have I Diamonds 1953 Atlantic 45  1003 B COL channel name VAL Amnondoowop	COL video title VAL DEL SHANNON  "RED RUBBER BALL" COL channel name VAL websearch333	0
COL video title VAL Martina McBride - "Don't Stop Believin" - Saint John\, New Brunswick COL channel name VAL LotofHooplahh	COL video title VAL Ella Fitzgerald & Teddy Wilson - All My Life (Brunswick Records 1936) COL channel name VAL RoundMidnightTV	0
COL video title VAL Sunshine Club/Lonesome Valley COL channel name VAL moshpitproduction	COL video title VAL Don Gibson - That Lonesome Valley COL channel name VAL VincentFirstPrice	1
COL video title VAL Rance Allen Group -  Just My Imagination COL channel name VAL Val Challoner	COL video title VAL Vicky Lane - Right As The Rain COL channel name VAL rujazz	0
COL video title VAL Yvonne Elliman -- Best Of My Love COL channel name VAL jackie w gauntt	COL video title VAL Away in a manger - Third Day. COL channel name VAL barrelroller655	0
COL video title VAL The Villagers -  You're Gonna Lose That Girl - vinyl 45 COL channel name VAL J B	COL video title VAL BARBARA MASON-ME AND MR JONES COL channel name VAL RARESOUL632	0
COL video title VAL Lee Moses - Hey Joe COL channel name VAL JimiHendrix87	COL video title VAL Hey Joe -    Make Up COL channel name VAL hermanbloodIII	1
COL video title VAL ABBA - Does Your Mother Know COL channel name VAL AbbaVEVO	COL video title VAL The Mitchell Ruff Trio\, Feat. Charlie Smith  ‎-- The Catbird Seat   Gypsy In My Soul COL channel name VAL olga t	0
COL video title VAL michael mccloud my funny valentine COL channel name VAL thrmon	COL video title VAL THE HOOK -  All Around The World (1968) COL channel name VAL Rock on Thessaloniki	0
COL video title VAL Jimmy Nail ... "Overjoyed" (Stevie Wonder) COL channel name VAL Stefano	COL video title VAL Anita Bryant   Little things mean a lot COL channel name VAL MosesTheGr8	0
COL video title VAL Red House Painters - Mark Kozelek - Cruiser - White Christmas Live - Acoustic Version COL channel name VAL playmobilfriends	COL video title VAL White Christmas – Robert Downey Jr. and Vonda Shepard COL channel name VAL TheGreta777	1
COL video title VAL Suzi Rawn - Fortunate Son (Studio Version) COL channel name VAL Treefroggiefreak	COL video title VAL In The Still Of The Night COL channel name VAL Michael Law	0
COL video title VAL Joni James - Little Things Mean A Lot (1959) COL channel name VAL TheLimePopsicle	COL video title VAL Fatima Mansions Everything I Do(i do it for you) COL channel name VAL June Grant	0
